연번,고유번호,정류소명,정류소주소,읍면동,시설구분
1368,10174,남성3리 복지회관,충청남도 아산시 신창면 남성리 72,신창면,표지판
1369,10175,남성3리 복지회관,충청남도 아산시 신창면 남성리 72-1,신창면,표지판
1370,10176,장미아파트,충청남도 아산시 신창면 남성리 70-8,신창면,시설없음
1371,10177,장미아파트입구,충청남도 아산시 배미동 150-4,온양4동,표지판
1372,10178,궁화리 진너머,충청남도 아산시 신창면 궁화리 353-1,신창면,시설없음
1373,10179,궁화1리 준말,충청남도 아산시 신창면 궁화리 910,신창면,시설없음
1374,10180,궁화리 국시미,충청남도 아산시 신창면 궁화리 316,신창면,표지판
1375,10181,궁화리 국시미,충청남도 아산시 신창면 궁화리 316,신창면,시설없음
1376,10182,궁화리 조내골,충청남도 아산시 신창면 궁화리 485-3,신창면,시설없음
1377,10183,궁화리 조내골,충청남도 아산시 신창면 궁화리 485-3,신창면,표지판
1378,10184,궁화리 종점,충청남도 아산시 신창면 궁화리 539-4,신창면,시설없음
1379,10185,궁화리 종점,충청남도 아산시 신창면 궁화리 539-4,신창면,시설없음
1380,10186,오목리 정안,충청남도 아산시 신창면 오목리 1027,신창면,유개승강장
1381,10187,가덕2리 덕동,충청남도 아산시 신창면 가덕리 519-5,신창면,시설없음
1382,10188,창덕에버빌,충청남도 아산시 신창면 신곡리 59-13,신창면,유개승강장
1383,10189,가내리입구,충청남도 아산시 신창면 가내리 406-5,신창면,유개승강장
1384,10190,가내2리 번개말,충청남도 아산시 신창면 가내리 산48-4,신창면,유개승강장
1385,10191,가내1리 조원동,충청남도 아산시 신창면 가내리 183-9,신창면,시설없음
1386,10192,가내1리,충청남도 아산시 신창면 가내리 146-8,신창면,표지판
1387,10193,가내1리,충청남도 아산시 신창면 가내리 146-8,신창면,표지판
1388,10194,가내3리 가리울,충청남도 아산시 신창면 가내리 63,신창면,유개승강장
1389,10195,가내3리 가리울,충청남도 아산시 신창면 가내리 63,신창면,표지판
1390,10198,온양여중고,충청남도 아산시 모종동 592-5,온양3동,시설없음
1391,10201,홍곳리,충청남도 아산시 선장면 홍곳리 392-1,선장면,시설없음
1392,10202,대흥2리,충청남도 아산시 선장면 대흥리 459-1,선장면,표지판
1393,10203,대흥1리,충청남도 아산시 선장면 채신언리 61-13,선장면,유개승강장
1394,10204,대흥삼거리,충청남도 아산시 선장면 대흥리 448-1,선장면,표지판
1395,10205,대흥리종점,충청남도 아산시 선장면 대흥리 266-22,선장면,시설없음
1396,10206,대흥리종점,충청남도 아산시 선장면 대흥리 266-22,선장면,시설없음
1397,10207,구 삼선초등학교,충청남도 아산시 선장면 대흥리 304-50,선장면,시설없음
1398,10208,구 삼선초등학교,충청남도 아산시 선장면 대흥리 304-50,선장면,시설없음
1399,10209,궁평3리회관,충청남도 아산시 선장면 대흥리 321-1,선장면,시설없음
1400,10210,대흥3리,충청남도 아산시 선장면 군덕리 산3-6,선장면,시설없음
1401,10211,선도농협주유소,충청남도 아산시 선장면 군덕리 443-19,선장면,유개승강장
1402,10212,선도농협주유소,충청남도 아산시 선장면 군덕리 443-19,선장면,시설없음
1403,10213,선장초등학교,충청남도 아산시 선장면 군덕리 72-6,선장면,시설없음
1404,10214,선장삼거리,충청남도 아산시 선장면 군덕리 83-1,선장면,표지판
1405,10215,선장삼거리,충청남도 아산시 선장면 군덕리 512-10,선장면,표지판
1406,10216,선장삼거리,충청남도 아산시 선장면 군덕리 512-10,선장면,표지판
1407,10217,군덕복지회관,충청남도 아산시 선장면 군덕리 429-2,선장면,시설없음
1408,10218,선장면사무소,충청남도 아산시 선장면 군덕리 434-8,선장면,시설없음
1409,10219,가산2리 동안말,충청남도 아산시 선장면 가산리 937-1,선장면,유개승강장+표지판
1410,10220,가산2리,충청남도 아산시 선장면 가산리 937-1,선장면,시설없음
1411,10221,유곡2리,충청남도 아산시 송악면 유곡리 250-2,송악면,시설없음
1412,10222,휴대2리,충청남도 아산시 배방읍 휴대리 335-3,배방읍,유개승강장
1413,10223,신창중학교,충청남도 아산시 신창면 오목리 269-1,신창면,유개승강장
1414,10224,오목2리,충청남도 아산시 신창면 오목리 204-42,신창면,유개승강장
1415,10225,성우하이텍앞,충청남도 아산시 신창면 궁화리 산32-12,신창면,표지판
1416,10226,궁화2리 신당,충청남도 아산시 신창면 궁화리 679-2,신창면,표지판
1417,10227,궁화2리조내골,충청남도 아산시 신창면 궁화리 543-2,신창면,시설없음
1418,10228,궁화2리 비성골,충청남도 아산시 신창면 궁화리 166-2,신창면,표지판
1419,10229,죽산1리 너드리,충청남도 아산시 선장면 죽산리 123-3,선장면,표지판
1420,10230,죽산2리 성산,충청남도 아산시 선장면 죽산리 225-3,선장면,시설없음
1421,10231,엘크루아파트,충청남도 아산시 신인동 345-3,온양5동,표지판
1422,10232,냉정골,충청남도 아산시 둔포면 신남리 743-28,둔포면,표지판
1423,10233,석곡1리 독골,충청남도 아산시 둔포면 석곡리 291-2,둔포면,시설없음
1424,10234,염작초등학교,충청남도 아산시 둔포면 석곡리 1539,둔포면,시설없음
1425,10235,염작2리입구,충청남도 아산시 둔포면 석곡리 1591,둔포면,시설없음
1426,10236,석곡1리 독골,충청남도 아산시 둔포면 석곡리 291-2,둔포면,시설없음
1427,10237,석곡2리 돌다리,충청남도 아산시 둔포면 석곡리 1832,둔포면,유개승강장+표지판
1428,10238,이지더원8단지,충청남도 아산시 둔포면 석곡리 1807,둔포면,유개승강장+표지판
1429,10239,신휴3리,충청남도 아산시 음봉면 신휴리 221-23,음봉면,시설없음
1430,10240,쌍용보건지소,충청남도 아산시 음봉면 쌍룡리 133-6,음봉면,시설없음
1431,10241,쌍죽리마을회관,충청남도 아산시 염치읍 쌍죽리 123-2,염치읍,시설없음
1432,10242,독자기,충청남도 아산시 배방읍 공수리 46-21,배방읍,표지판
1433,10243,백암2리,충청남도 아산시 염치읍 백암리 226-2,염치읍,시설없음
1434,10244,소동3리,충청남도 아산시 음봉면 소동리 7-5,음봉면,유개승강장
1435,10245,소동1리,충청남도 아산시 음봉면 소동리 274-1,음봉면,시설없음
1436,10247,방현3리,충청남도 아산시 염치읍 방현리 633,염치읍,시설없음
1437,10248,열병합발전소,충청남도 아산시 배방읍 장재리 1194,배방읍,유개승강장
1438,10249,학성교회,충청남도 아산시 선장면 죽산리 320,선장면,유개승강장
1439,10250,죽산리입구,충청남도 아산시 선장면 죽산리 329-9,선장면,시설없음
1440,10251,선창3리 가장골,충청남도 아산시 선장면 선창리 391-6,선장면,유개승강장
1441,10252,선창3리 토막사,충청남도 아산시 선장면 선창리 221-4,선장면,시설없음
1442,10253,선창3리 토막사,충청남도 아산시 선장면 선창리 221-4,선장면,유개승강장
1443,10254,선창1리 입구,충청남도 아산시 선장면 선창리 355-2,선장면,시설없음
1444,10255,선창1리 입구,충청남도 아산시 선장면 선창리 332-3,선장면,시설없음
1445,10256,선창1리마을회관,충청남도 아산시 선장면 선창리 299-16,선장면,시설없음
1446,10257,선창1리마을회관,충청남도 아산시 선장면 선창리 299-16,선장면,시설없음
1447,10258,신동2리마을회관,충청남도 아산시 선장면 신동리 172-2,선장면,시설없음
1448,10259,신동1리,충청남도 아산시 선장면 신동리 324-7,선장면,시설없음
1449,10260,신정중학교,충청남도 아산시 실옥동 192-15,온양4동,시설없음
1450,10261,신정중학교,충청남도 아산시 실옥동 192-15,온양4동,시설없음
1451,10262,수광사입구,충청남도 아산시 배미동 107-2,온양4동,시설없음
1452,10263,수장2리,충청남도 아산시 신창면 수장리 231-2,신창면,유개승강장
1453,10264,수장리 종점,충청남도 아산시 신창면 수장리 195-21,신창면,시설없음
1454,10265,신인동 전의실,충청남도 아산시 신인동 94-7,온양5동,표지판
1455,10266,신인2통 방죽안,충청남도 아산시 신인동 438-2,온양5동,표지판
1456,10267,기산2통마을회관,충청남도 아산시 기산동 261-2,온양5동,표지판
1457,10268,경찰대학교,충청남도 아산시 신창면 황산리 16-17,신창면,유개승강장+표지판
1458,10269,황산2리회관,충청남도 아산시 신창면 황산리 342-18,신창면,유개승강장+표지판
1459,10270,황산2리,충청남도 아산시 신창면 창암리 219-7,신창면,시설없음
1460,10271,창암1리,충청남도 아산시 신창면 창암리 329-9,신창면,시설없음
1461,10272,행목리,충청남도 아산시 신창면 행목리 446-1,신창면,표지판
1462,10273,창암2리 울바위,충청남도 아산시 신창면 창암리 29-3,신창면,표지판
1463,10274,창암2리 울바위,충청남도 아산시 신창면 창암리 29-3,신창면,유개승강장
1464,10275,읍내2리,충청남도 아산시 신창면 읍내리 244-5,신창면,유개승강장+표지판
1465,10276,순천향대학교,충청남도 아산시 신창면 읍내리 670-10,신창면,표지판
1466,10277,글로리콘도입구,충청남도 아산시 도고면 기곡리 29-3,도고면,유개승강장
1467,10278,도고로얄호텔,충청남도 아산시 도고면 기곡리 174-19,도고면,표지판
1468,10279,한국콘도,충청남도 아산시 선장면 신성리 427-23,선장면,표지판
1469,10280,옹기전시체험관,충청남도 아산시 도고면 신언리 71-21,도고면,시설없음
1470,10281,시전사거리,충청남도 아산시 도고면 시전리 379-16,도고면,표지판
1471,10282,금산리,충청남도 아산시 도고면 금산리 216-10,도고면,표지판
1472,10283,신창초등학교.신창향교,충청남도 아산시 신창면 읍내리 253-2,신창면,시설없음
1473,10284,시전3리강리,충청남도 아산시 도고면 시전리 197-8,도고면,시설없음
1474,10285,도고중학교,충청남도 아산시 도고면 시전리 산4-5,도고면,유개승강장
1475,10286,신유리 버들목,충청남도 아산시 도고면 신유리 331-2,도고면,시설없음
1476,10287,신유리 팽나무갱이,충청남도 아산시 도고면 신유리 214-1,도고면,유개승강장
1477,10288,신유삼거리,충청남도 아산시 도고면 신유리 70-3,도고면,시설없음
1478,10289,덕암리 입구,충청남도 아산시 도고면 신유리 14-6,도고면,시설없음
1479,10290,도산2리 노루목,충청남도 아산시 도고면 도산리 161-2,도고면,시설없음
1480,10291,도산2리 새말,충청남도 아산시 도고면 도산리 126-3,도고면,시설없음
1481,10292,도산2리 정촌,충청남도 아산시 도고면 도산리 65-3,도고면,시설없음
1482,10293,오암2리구암말,충청남도 아산시 도고면 오암리 314-20,도고면,시설없음
1483,10294,화천초등학교,충청남도 아산시 도고면 화천리 179-3,도고면,시설없음
1484,10295,오암1리회관,충청남도 아산시 도고면 오암리 177-1,도고면,시설없음
1485,10296,화천2리회관,충청남도 아산시 도고면 화천리 223-1,도고면,유개승강장
1486,10297,농은리마을회관,충청남도 아산시 도고면 농은리 214-2,도고면,시설없음
1487,10298,농은리,충청남도 아산시 도고면 농은리 239-3,도고면,유개승강장
1488,10299,진테크,충청남도 아산시 도고면 와산리 19-2,도고면,표지판
1489,10300,석당리 마을회관,충청남도 아산시 도고면 석당리 130-3,도고면,시설없음
1490,10301,석당리 철장모랭이,충청남도 아산시 도고면 석당리 442-4,도고면,시설없음
1491,10302,덕암리마을회관,충청남도 아산시 도고면 덕암리 712,도고면,시설없음
1492,10303,도고농공단지,충청남도 아산시 도고면 신언리 56-22,도고면,표지판
1493,10304,신언리삼거리,충청남도 아산시 도고면 신언리 100-6,도고면,표지판
1494,10305,신언리삼거리,충청남도 아산시 도고면 신언리 96-7,도고면,표지판
1495,10306,신언2리,충청남도 아산시 도고면 신언리 150-2,도고면,시설없음
1496,10307,건널목삼거리,충청남도 아산시 도고면 신언리 384-7,도고면,표지판
1497,10308,건널목삼거리,충청남도 아산시 도고면 신언리 382-6,도고면,표지판
1498,10309,신성1리,충청남도 아산시 선장면 신성리 275-4,선장면,시설없음
1499,10310,신성1리신라리,충청남도 아산시 선장면 신성리 163-1,선장면,시설없음
1500,10311,대정리,충청남도 아산시 선장면 대정리 242,선장면,시설없음
1501,10312,장곳리,충청남도 아산시 선장면 장곳리 22-1,선장면,시설없음
1502,10313,신덕2리 앞뜸,충청남도 아산시 선장면 장곳리 405,선장면,시설없음
1503,10314,신덕2리,충청남도 아산시 선장면 신덕리 82-2,선장면,시설없음
1504,10315,신덕2리,충청남도 아산시 선장면 신덕리 321,선장면,시설없음
1505,10316,뒤뜸,충청남도 아산시 선장면 신덕리 187-1,선장면,시설없음
